location_address1,location_address2,location_city,location_convocationLabel,location_fullAddress,location_giveBlood,location_givePlasma,location_givePlatelet,location_groupCode,location_id,location_latitude,location_longitude,location_name,location_phone,location_postCode,location_regionCode,location_regionName,location_samplingLocationCode,location_horaires,location_infos,location_metro,location_bus,location_tram,location_parking,location_debutInfos,location_finInfos,collection_date,collection_groupCode,collection_id,collection_isPublic,collection_isPublishable,collection_lpCode,collection_morningEndTime,collection_morningStartTime,collection_afternoonEndTime,collection_afternoonStartTime,collection_regionCode,collection_nature
,1 ESPLANADE PIERRE YVES COSNIER,94800 VILLEJUIF,SALLE DU CONSEIL MUNICIPAL,1 ESPLANADE PIERRE YVES COSNIER 94800 VILLEJUIF,True,False,False,I02170,5025114,48.792476654052734,2.3628158569335938,SALLE DU CONSEIL MUNICIPAL,,,019,EFS Ile de France,3,,,,,,,,,2023-07-31,I02170,807124,True,,3,,,19:30:00,14:30:00,019,
,98 RUE DE FONTENAY,94300 VINCENNES,SALLE ROBERT LOUIS,98 RUE DE FONTENAY 94300 VINCENNES,True,False,False,I02133,5020418,48.8481330871582,2.439549684524536,SALLE ROBERT LOUIS SEMAINE,,,019,EFS Ile de France,4,,,,,,,,,2023-05-15,I02133,800458,True,,4,,,19:00:00,14:00:00,019,
,98 RUE DE FONTENAY,94300 VINCENNES,SALLE ROBERT LOUIS,98 RUE DE FONTENAY 94300 VINCENNES,True,False,False,I02133,5020441,48.8481330871582,2.439549684524536,SALLE ROBERT LOUIS DIMANCHE,,,019,EFS Ile de France,2,,,,,,,,,2023-05-14,I02133,800457,True,,2,13:30:00,09:00:00,,,019,
SALLE DES FÊTES,53 BIS RUE DE FONTENAY,94300 VINCENNES,MAIRIE,SALLE DES FÊTES 53 BIS RUE DE FONTENAY 94300 VINCENNES,True,False,False,I02133,5017518,48.847686767578125,2.439751148223877,SALLE DES FÊTES SEMAINE,,,019,EFS Ile de France,3,,,,,,,,,2023-07-25,I02133,882804,True,,3,,,19:00:00,14:00:00,019,
SALLE DES FÊTES,53 BIS RUE DE FONTENAY,94300 VINCENNES,MAIRIE,SALLE DES FÊTES 53 BIS RUE DE FONTENAY 94300 VINCENNES,True,False,False,I02133,5017518,48.847686767578125,2.439751148223877,SALLE DES FÊTES SEMAINE,,,019,EFS Ile de France,3,,,,,,,,,2023-07-31,I02133,800461,True,,3,,,19:00:00,14:00:00,019,
Salles de Conférences G1 à G4 - RDC,11 RUE DORA MAAR,93400 SAINT OUEN,L'OREAL CAMPUS CHARLES ZVIAK,Salles de Conférences G1 à G4 - RDC 11 RUE DORA MAAR 93400 SAINT OUEN,True,False,False,I01971,5036548,48.906429290771484,2.3213677406311035,Espace Conférences - Bât Capi,,,019,EFS Ile de France,2,,,,,,,,,2023-06-20,I01971,808077,False,,2,,,16:30:00,12:00:00,019,
,3 PLACE DU GENERAL LECLERC,92300 LEVALLOIS,SALONS ANATOLE FRANCE,3 PLACE DU GENERAL LECLERC 92300 LEVALLOIS,True,False,False,I03553,5035643,48.891910552978516,2.28490948677063,SALONS ANATOLE FRANCE,,,019,EFS Ile de France,7,,,,,,,,,2023-06-13,I03553,802074,True,,7,,,19:30:00,14:30:00,019,
,3 PLACE DU GENERAL LECLERC,92300 LEVALLOIS,SALONS ANATOLE FRANCE,3 PLACE DU GENERAL LECLERC 92300 LEVALLOIS,True,False,False,I03553,5035643,48.891910552978516,2.28490948677063,SALONS ANATOLE FRANCE,,,019,EFS Ile de France,7,,,,,,,,,2023-07-10,I03553,802075,True,,7,,,19:30:00,14:30:00,019,
,3 PLACE DU GENERAL LECLERC,92300 LEVALLOIS,SALONS ANATOLE FRANCE,3 PLACE DU GENERAL LECLERC 92300 LEVALLOIS,True,False,False,I03553,5035643,48.891910552978516,2.28490948677063,SALONS ANATOLE FRANCE,,,019,EFS Ile de France,7,,,,,,,,,2023-08-08,I03553,802076,True,,7,,,19:30:00,14:30:00,019,
,30 BIS RUE DU MARECHAL LECLERC,94410 SAINT MAURICE,CENTRE SPORTIF LE VERSEAU,30 BIS RUE DU MARECHAL LECLERC 94410 SAINT MAURICE,True,False,False,I02143,5035345,48.81814956665039,2.427119255065918,CENTRE SPORTIF LE VERSEAU,,,019,EFS Ile de France,2073,,,,,,,,,2023-07-12,I02143,803084,True,,2073,,,19:00:00,14:00:00,019,
MAISON EN BOIS - 1ER ETAGE,27 AVENUE GABRIEL PERI,93400 SAINT OUEN,ESPACE MUNICIPAL,MAISON EN BOIS - 1ER ETAGE 27 AVENUE GABRIEL PERI 93400 SAINT OUEN,True,False,False,I01553,5022624,48.90953063964844,2.3332717418670654,ESPACE MUNICIPAL,,,019,EFS Ile de France,3,,,,,,,,,2023-06-21,I01553,805587,True,,3,,,19:30:00,15:00:00,019,
NIVEAU 1,6 PLACE DU MARCHE,92110 CLICHY,SALLE HEIDENHEIM,NIVEAU 1 6 PLACE DU MARCHE 92110 CLICHY,True,False,False,I07306,5033924,48.90288543701172,2.3028736114501953,SALLE HEIDENHEIM - NIVEAU 1,,,019,EFS Ile de France,3,,,,,,,,,2023-06-02,I07306,802634,True,,3,,,19:30:00,14:30:00,019,
NIVEAU 1,6 PLACE DU MARCHE,92110 CLICHY,SALLE HEIDENHEIM,NIVEAU 1 6 PLACE DU MARCHE 92110 CLICHY,True,False,False,I07306,5033924,48.90288543701172,2.3028736114501953,SALLE HEIDENHEIM - NIVEAU 1,,,019,EFS Ile de France,3,,,,,,,,,2023-07-28,I07306,802637,True,,3,,,19:30:00,14:30:00,019,
ESPACE DE REUNION INFORMEL,3/7 QUAI DU POINT DU JOUR,92100 BOULOGNE BILLANCOURT,GROUPE FDJ,ESPACE DE REUNION INFORMEL 3/7 QUAI DU POINT DU JOUR 92100 BOULOGNE BILLANCOURT,True,False,False,I07639,5041138,48.83312225341797,2.2598791122436523,ESPACE DE REUNION INFORMEL,,,019,EFS Ile de France,2,,,,,,,,,2023-06-08,I07639,878145,False,,2,,,17:00:00,12:00:00,019,
SALLE DES FETES,PLACE JEAN JAURES,93100 MONTREUIL,MAIRIE,SALLE DES FETES PLACE JEAN JAURES 93100 MONTREUIL,True,False,False,I01516,5017091,48.862545013427734,2.442326545715332,MAIRIE-SALLE DES FETES,,,019,EFS Ile de France,1482,,,,,,,,,2023-05-16,I01516,811311,True,,1482,,,19:30:00,14:30:00,019,
SALLE DES FETES,PLACE JEAN JAURES,93100 MONTREUIL,MAIRIE,SALLE DES FETES PLACE JEAN JAURES 93100 MONTREUIL,True,False,False,I01516,5017091,48.862545013427734,2.442326545715332,MAIRIE-SALLE DES FETES,,,019,EFS Ile de France,1482,,,,,,,,,2023-07-19,I01516,811313,True,,1482,,,19:30:00,14:30:00,019,
BAT ATRIUM RDC  AUDITORIUM,6 PLACE ABEL GANCE,92100 BOULOGNE BILLANCOURT,TF1,BAT ATRIUM RDC  AUDITORIUM 6 PLACE ABEL GANCE 92100 BOULOGNE BILLANCOURT,True,False,False,I03825,5036704,48.8341064453125,2.258556365966797,BAT ATRIUM RDC  AUDITORIUM,,,019,EFS Ile de France,3662,,,,,,,,,2023-06-20,I03825,807758,False,,3662,,,17:00:00,12:00:00,019,
SALLE DES FETES,96 AV. ACHILLE PERETTI,92200 NEUILLY SUR SEINE,HOTEL DE VILLE,SALLE DES FETES 96 AV. ACHILLE PERETTI 92200 NEUILLY SUR SEINE,True,False,False,I03555,5032528,48.884605407714844,2.2690398693084717,SALLE DES FETES,,,019,EFS Ile de France,4,,,,,,,,,2023-05-15,I03555,801612,True,,4,,,19:00:00,14:30:00,019,
SALLE DES FETES,96 AV. ACHILLE PERETTI,92200 NEUILLY SUR SEINE,HOTEL DE VILLE,SALLE DES FETES 96 AV. ACHILLE PERETTI 92200 NEUILLY SUR SEINE,True,False,False,I03555,5032528,48.884605407714844,2.2690398693084717,SALLE DES FETES,,,019,EFS Ile de France,4,,,,,,,,,2023-07-10,I03555,801613,True,,4,,,19:00:00,14:30:00,019,
SALLES POLYVALENTES 3 & 4 -1ER ETG - ACCES ACCUEIL,2 RUE SIMONE VEIL,93400 SAINT OUEN,CONSEIL REGIONAL D'ILE DE FRANCE - BAT VICTOR HUGO,SALLES POLYVALENTES 3 & 4 -1ER ETG - ACCES ACCUEIL 2 RUE SIMONE VEIL 93400 SAINT OUEN,True,False,False,I09963,5039164,48.91239929199219,2.331367015838623,SALLE POLYVALENTE 3 & 4,,,019,EFS Ile de France,2,,,,,,,,,2023-06-20,I09963,806716,False,,2,,,17:00:00,12:00:00,019,
39 QUAI DU PRESIDENT ROOSEVELT,BATIMENT CANOPEE - SALLE ISSY 15 BIS AU 2EME ETAGE,92130 ISSY LES MOULINEAUX,MICROSOFT,39 QUAI DU PRESIDENT ROOSEVELT BATIMENT CANOPEE - SALLE ISSY 15 BIS AU 2EME ETAGE 92130 ISSY LES MOULINEAUX,True,False,False,I04210,5042017,48.82267379760742,2.2625417709350586,SALLE ISSY 15 BIS 2EME ETAGE,,,019,EFS Ile de France,1,,,,,,,,,2023-06-22,I04210,808068,False,,1,,,16:30:00,12:00:00,019,
,1 RUE EDOUARD POISSON,93300 AUBERVILLIERS,CENTRE NAUTIQUE MUNICIPAL,1 RUE EDOUARD POISSON 93300 AUBERVILLIERS,True,False,False,I01531,5022517,48.9105110168457,2.384068250656128,CENTRE NAUTIQUE MUNICIPAL,,,019,EFS Ile de France,3,,,,,,,,,2023-07-27,I01531,810196,True,,3,,,19:00:00,14:00:00,019,
PARC DES PRINCES - PORTE L,24 RUE DU COMMANDANT GUILBAUD,75016 PARIS,PSG,PARC DES PRINCES - PORTE L 24 RUE DU COMMANDANT GUILBAUD 75016 PARIS,True,False,False,I00235,5031477,48.84146499633789,2.25213360786438,PARC DES PRINCES - PORTE L,,,019,EFS Ile de France,1,,,,,,,,,2023-06-21,I00235,800270,True,,1,,,19:00:00,14:00:00,019,
SALLE DE LA CONVIVIALITE,82 RUE MARCEL BOURDARIAS,94140 ALFORTVILLE,POC,SALLE DE LA CONVIVIALITE 82 RUE MARCEL BOURDARIAS 94140 ALFORTVILLE,True,False,False,I02122,5018769,48.80561065673828,2.4227778911590576,POC SALLE DE LA CONVIVIALITE,,,019,EFS Ile de France,2,,,,,,,,,2023-08-05,I02122,802930,True,,2,13:30:00,09:00:00,,,019,
SALLE DIDIER ROCHER 7étage,5 CHEMIN DE BRETAGNE ,92130 ISSY LES MOULINEAUX,GROUPE ROCHER,SALLE DIDIER ROCHER 7étage 5 CHEMIN DE BRETAGNE  92130 ISSY LES MOULINEAUX,True,False,False,I07117,5041955,48.82478713989258,2.25773024559021,SALLE DIDIER ROCHER,,,019,EFS Ile de France,4,,,,,,,,,2023-06-13,I07117,808063,False,,4,12:30:00,10:00:00,16:00:00,13:30:00,019,
SALLE DU 14 JUIN,3 AVENUE DU STADE DE FRANCE,93218 LA PLAINE SAINT DENIS,EFS,SALLE DU 14 JUIN 3 AVENUE DU STADE DE FRANCE 93218 LA PLAINE SAINT DENIS,True,False,False,I01961,5035324,48.91588592529297,2.361572504043579,SALLE DU 14 JUIN,,,019,EFS Ile de France,2,,,,,,,,,2023-06-20,I01961,806701,True,,2,,,17:00:00,12:00:00,019,
SEMAPHORE - RDC,54 QUAI CHARLES PASQUA,92300 LEVALLOIS,DOCTOLIB - LE 33,SEMAPHORE - RDC 54 QUAI CHARLES PASQUA 92300 LEVALLOIS,True,False,False,I10007,5042145,48.90073013305664,2.2849342823028564,LE 33,,,019,EFS Ile de France,1,,,,,,,,,2023-07-04,I10007,879462,False,,1,,,17:00:00,12:00:00,019,
SALLE PHENOMENE,14/16 RUE MARC BLOCH,92110 CLICHY,MONOPRIX,SALLE PHENOMENE 14/16 RUE MARC BLOCH 92110 CLICHY,True,False,False,I04223,5038501,48.91161346435547,2.310911178588867,SALLE PHENOMENE,,,019,EFS Ile de France,2,,,,,,,,,2023-05-09,I04223,880848,False,,2,,,17:00:00,12:00:00,019,
1er Etage - Bâtiment A,157 RUE ANATOLE FRANCE,92300 LEVALLOIS,IMMEUBLE PLACE DE SEINE,1er Etage - Bâtiment A 157 RUE ANATOLE FRANCE 92300 LEVALLOIS,True,False,False,I09977,5039283,48.897953033447266,2.278942108154297,LEVALLOIS - PLACE DE SEINE,,,019,EFS Ile de France,1,,,,,,,,,2023-07-05,I09977,880847,False,,1,,,16:30:00,12:00:00,019,
RDC,249 AVENUE DU PRESIDENT WILSON,93210 LA PLAINE SAINT DENIS,VEEPEE - ESPACE COWORKING,RDC 249 AVENUE DU PRESIDENT WILSON 93210 LA PLAINE SAINT DENIS,True,False,False,I01960,5038559,48.91698455810547,2.356261968612671,ESPACE COWORKING,,,019,EFS Ile de France,4,,,,,,,,,2023-05-30,I01960,808114,False,,4,,,17:00:00,12:00:00,019,
BATIMENT WILO - SALLE CARAIBES,11 AVENUE FRANCOIS MITTERAND,93200 SAINT DENIS,GENERALI / EUROP ASSISTANCE ,BATIMENT WILO - SALLE CARAIBES 11 AVENUE FRANCOIS MITTERAND 93200 SAINT DENIS,True,False,False,I01948,5039827,48.91801071166992,2.353529930114746,SALLE CARAIBES,,,019,EFS Ile de France,9,,,,,,,,,2023-06-22,I01948,811653,False,,9,,,16:30:00,12:00:00,019,
SALLE POLYVALENTE - RDC,2 MAIL DE LA PETITE ESPAGNE,93200 SAINT DENIS,SOCIETE GRAND PARIS,SALLE POLYVALENTE - RDC 2 MAIL DE LA PETITE ESPAGNE 93200 SAINT DENIS,True,False,False,I09961,5039994,48.91853713989258,2.365398406982422,SALLE POLYVALENTE,,,019,EFS Ile de France,1,,,,,,,,,2023-06-15,I09961,808151,False,,1,,,16:30:00,12:00:00,019,
,10PLACE DU CHATEAU SAINTE BARBE,92260 FONTENAY AUX ROSES,CHATEAU SAINT BARBE,10PLACE DU CHATEAU SAINTE BARBE 92260 FONTENAY AUX ROSES,True,False,False,I03509,5038272,48.78974914550781,2.291748285293579,CHATEAU SAINT BARBE (SEM),,,019,EFS Ile de France,3,,,,,,,,,2023-07-03,I03509,799663,True,,3,,,19:00:00,14:00:00,019,
SALLES DE CONFERENCE 1 & 2,143/147 BOULEVARD ANATOLE FRANCE,93210 SAINT-DENIS,ANSM,SALLES DE CONFERENCE 1 & 2 143/147 BOULEVARD ANATOLE FRANCE 93210 SAINT-DENIS,True,False,False,I01502,5033362,48.92168426513672,2.345780849456787,SALLE DE CONFERENCE,,,019,EFS Ile de France,2,,,,,,,,,2023-06-07,I01502,874774,False,,2,,,17:00:00,12:00:00,019,
CENTRE SOCIOCULTUREL,33 AVENUE DE LA REPUBLIQUE,94700 MAISONS ALFORT,LA CROIX DES OUCHES,CENTRE SOCIOCULTUREL 33 AVENUE DE LA REPUBLIQUE 94700 MAISONS ALFORT,True,False,False,I02156,5008383,48.802799224853516,2.4336366653442383,LA CROIX DES OUCHES,,,019,EFS Ile de France,2086,,,,,,,,,2023-07-16,I02156,800339,True,,2086,13:30:00,09:00:00,,,019,
 ,28 AVENUE ANDRE MORIZET,92100 BOULOGNE BILLANCOURT,ESPACE LANDOWSKI,  28 AVENUE ANDRE MORIZET 92100 BOULOGNE BILLANCOURT,True,False,False,I03541,5034050,48.83596420288086,2.239447593688965,ESPACE LANDOWSKI,,,019,EFS Ile de France,7,,,,,,,,,2023-07-18,I03541,800926,True,,7,,,19:00:00,14:30:00,019,
 ,28 AVENUE ANDRE MORIZET,92100 BOULOGNE BILLANCOURT,ESPACE LANDOWSKI,  28 AVENUE ANDRE MORIZET 92100 BOULOGNE BILLANCOURT,True,False,False,I03541,5034050,48.83596420288086,2.239447593688965,ESPACE LANDOWSKI,,,019,EFS Ile de France,7,,,,,,,,,2023-07-19,I03541,800927,True,,7,,,19:00:00,14:30:00,019,
 ,28 AVENUE ANDRE MORIZET,92100 BOULOGNE BILLANCOURT,ESPACE LANDOWSKI,  28 AVENUE ANDRE MORIZET 92100 BOULOGNE BILLANCOURT,True,False,False,I03541,5034050,48.83596420288086,2.239447593688965,ESPACE LANDOWSKI,,,019,EFS Ile de France,7,,,,,,,,,2023-07-20,I03541,800928,True,,7,,,19:00:00,14:30:00,019,
 ,28 AVENUE ANDRE MORIZET,92100 BOULOGNE BILLANCOURT,ESPACE LANDOWSKI,  28 AVENUE ANDRE MORIZET 92100 BOULOGNE BILLANCOURT,True,False,False,I03541,5034050,48.83596420288086,2.239447593688965,ESPACE LANDOWSKI,,,019,EFS Ile de France,7,,,,,,,,,2023-07-21,I03541,800929,True,,7,,,19:00:00,14:30:00,019,
 ,28 AVENUE ANDRE MORIZET,92100 BOULOGNE BILLANCOURT,ESPACE LANDOWSKI,  28 AVENUE ANDRE MORIZET 92100 BOULOGNE BILLANCOURT,True,False,False,I03541,5034050,48.83596420288086,2.239447593688965,ESPACE LANDOWSKI,,,019,EFS Ile de France,7,,,,,,,,,2023-08-16,I03541,800931,True,,7,,,19:00:00,15:00:00,019,
,28 AVENUE ANDRE MORIZET,92100 BOULOGNE BILLANCOURT,ESPACE LANDOWSKI,28 AVENUE ANDRE MORIZET 92100 BOULOGNE BILLANCOURT,True,False,False,I03541,5040459,48.83596420288086,2.239447593688965,ESPACE LANDOWSKI (we),,,019,EFS Ile de France,10,,,,,,,,,2023-07-15,I03541,884385,True,,10,,,17:00:00,12:00:00,019,
GRANDE SALLE,27 RUE DE LA CONCORDE,92600 ASNIERES SUR SEINE,ESPACE DELAGE,GRANDE SALLE 27 RUE DE LA CONCORDE 92600 ASNIERES SUR SEINE,True,False,False,I03547,5021070,48.912967681884766,2.2901899814605713,ESPACE DELAGE,,,019,EFS Ile de France,5,,,,,,,,,2023-06-14,I03547,803225,True,,5,,,19:30:00,14:30:00,019,
GRANDE SALLE,27 RUE DE LA CONCORDE,92600 ASNIERES SUR SEINE,ESPACE DELAGE,GRANDE SALLE 27 RUE DE LA CONCORDE 92600 ASNIERES SUR SEINE,True,False,False,I03547,5021070,48.912967681884766,2.2901899814605713,ESPACE DELAGE,,,019,EFS Ile de France,5,,,,,,,,,2023-07-06,I03547,803226,True,,5,,,19:30:00,14:30:00,019,
GRANDE SALLE,27 RUE DE LA CONCORDE,92600 ASNIERES SUR SEINE,ESPACE DELAGE,GRANDE SALLE 27 RUE DE LA CONCORDE 92600 ASNIERES SUR SEINE,True,False,False,I03547,5021070,48.912967681884766,2.2901899814605713,ESPACE DELAGE,,,019,EFS Ile de France,5,,,,,,,,,2023-08-08,I03547,803228,True,,5,,,19:30:00,14:30:00,019,
"FOYER, SALLE THEATRE & CREATIVITE - RD",20 PLACE DE SEINE,92400 COURBEVOIE,ALLIANZ ,"FOYER, SALLE THEATRE & CREATIVITE - RD 20 PLACE DE SEINE 92400 COURBEVOIE",True,False,False,I03975,5040530,48.8895149230957,2.2541208267211914,FOYER-SALLE THEATRE & CREATIVI,,,019,EFS Ile de France,3,,,,,,,,,2023-06-06,I03975,870945,False,,3,,,17:00:00,12:00:00,019,
AMPHITHEATRE ,Redoute de Gravelle Avenue de l'Ecole de Joinville,75012 PARIS,CENTRE REGIONAL DE FORMATION,AMPHITHEATRE  Redoute de Gravelle Avenue de l'Ecole de Joinville 75012 PARIS,True,False,False,I09978,5039321,48.81937026977539,2.454221248626709,PARIS12-CENTRE DE FORMATION,,,019,EFS Ile de France,1,,,,,,,,,2023-05-25,I09978,880312,True,,1,,,17:00:00,12:00:00,019,
5 EME ETAGE,1/2 PLACE DES SAISONS ,92400 COURBEVOIE,TOUR FIRST,5 EME ETAGE 1/2 PLACE DES SAISONS  92400 COURBEVOIE,True,False,False,I03999,5040587,48.888572692871094,2.2517666816711426,5 EME ETAGE,,,019,EFS Ile de France,5,,,,,,,,,2023-06-06,I03999,806813,False,,5,,,16:30:00,12:00:00,019,
,116 AVENUE DU GENERAL LECLERC,92340 BOURG LA REINE,ESPACE FRANCOISE DOLTO,116 AVENUE DU GENERAL LECLERC 92340 BOURG LA REINE,True,False,False,I03533,5021795,48.77841567993164,2.3146181106567383,ESPACE FRANCOISE DOLTO,,,019,EFS Ile de France,3,,,,,,,,,2023-06-05,I03533,801594,True,,3,,,19:00:00,14:00:00,019,
,116 AVENUE DU GENERAL LECLERC,92340 BOURG LA REINE,ESPACE FRANCOISE DOLTO,116 AVENUE DU GENERAL LECLERC 92340 BOURG LA REINE,True,False,False,I03533,5021795,48.77841567993164,2.3146181106567383,ESPACE FRANCOISE DOLTO,,,019,EFS Ile de France,3,,,,,,,,,2023-07-13,I03533,801595,True,,3,,,19:00:00,14:00:00,019,
,116 AVENUE DU GENERAL LECLERC,92340 BOURG LA REINE,ESPACE FRANCOISE DOLTO,116 AVENUE DU GENERAL LECLERC 92340 BOURG LA REINE,True,False,False,I03533,5021795,48.77841567993164,2.3146181106567383,ESPACE FRANCOISE DOLTO,,,019,EFS Ile de France,3,,,,,,,,,2023-08-08,I03533,801596,True,,3,,,19:00:00,14:00:00,019,
SALLE DES FETES,73 AVENUE LARROUMES,94240 L'HAY LES ROSES,MOULIN DE BIEVRE ,SALLE DES FETES 73 AVENUE LARROUMES 94240 L'HAY LES ROSES,True,False,False,I02192,5019180,48.775394439697266,2.3260700702667236,SALLE DES FETES,,,019,EFS Ile de France,4,,,,,,,,,2023-06-19,I02192,793285,True,,4,,,19:30:00,14:30:00,019,
HALL ANCIENNE MAIRIE,2 PLACE DE L'HOTEL DE VILLE,92400 COURBEVOIE,HOTEL DE VILLE,HALL ANCIENNE MAIRIE 2 PLACE DE L'HOTEL DE VILLE 92400 COURBEVOIE,True,False,False,I03569,5038250,48.895206451416016,2.256052255630493,HALL ANCIENNE MAIRIE,,,019,EFS Ile de France,8,,,,,,,,,2023-05-23,I03569,801976,True,,8,,,20:00:00,15:00:00,019,
HALL ANCIENNE MAIRIE,2 PLACE DE L'HOTEL DE VILLE,92400 COURBEVOIE,HOTEL DE VILLE,HALL ANCIENNE MAIRIE 2 PLACE DE L'HOTEL DE VILLE 92400 COURBEVOIE,True,False,False,I03569,5038250,48.895206451416016,2.256052255630493,HALL ANCIENNE MAIRIE,,,019,EFS Ile de France,8,,,,,,,,,2023-06-27,I03569,801980,True,,8,,,20:00:00,15:00:00,019,
HALL ANCIENNE MAIRIE,2 PLACE DE L'HOTEL DE VILLE,92400 COURBEVOIE,HOTEL DE VILLE,HALL ANCIENNE MAIRIE 2 PLACE DE L'HOTEL DE VILLE 92400 COURBEVOIE,True,False,False,I03569,5038250,48.895206451416016,2.256052255630493,HALL ANCIENNE MAIRIE,,,019,EFS Ile de France,8,,,,,,,,,2023-07-25,I03569,801984,True,,8,,,20:00:00,15:00:00,019,
SALLE BLEUE RDC,1 PLACE HUNEBELLE,92140 CLAMART,MAISON DES SPORTS,SALLE BLEUE RDC 1 PLACE HUNEBELLE 92140 CLAMART,True,False,False,I02879,5032651,48.800167083740234,2.261467218399048,SALLE BLEUE RDC,,,019,EFS Ile de France,2,,,,,,,,,2023-07-17,I02879,801601,True,,2,,,19:00:00,14:00:00,019,
5 EME ETAGE,17 BIS PLACE DES REFLETS,92400 COURBEVOIE,TOUR D2 - ESPACE CONFERENCE,5 EME ETAGE 17 BIS PLACE DES REFLETS 92400 COURBEVOIE,True,False,False,I09962,5038791,48.89020919799805,2.2472152709960938,ESPACE CONFERENCE,,,019,EFS Ile de France,1,,,,,,,,,2023-06-29,I09962,806825,False,,1,,,17:00:00,12:00:00,019,
TOUR MICHELET - SALLE DE SPORT - NIVEAU R1,24 COURS MICHELET,92800 PUTEAUX,TotalEnergies,TOUR MICHELET - SALLE DE SPORT - NIVEAU R1 24 COURS MICHELET 92800 PUTEAUX,True,False,False,I03974,5039569,48.8882942199707,2.2451062202453613,SALLE DE SPORT,,,019,EFS Ile de France,3781,,,,,,,,,2023-06-01,I03974,806854,False,,3781,,,16:30:00,12:00:00,019,
TOUR CBX - 11ème ETAGE,1 PASSERELLE DES REFLETS,92400 COURBEVOIE,BEARING POINT-MAUPASSANT BEAUVOIR HUGO &  SEVIGNE,TOUR CBX - 11ème ETAGE 1 PASSERELLE DES REFLETS 92400 COURBEVOIE,True,False,False,I09928,5041095,48.891178131103516,2.2467427253723145,MAUPASSANT BEAUVOIR HUGO & SEV,,,019,EFS Ile de France,2,,,,,,,,,2023-07-11,I09928,811763,False,,2,,,16:30:00,12:00:00,019,
TOUR MAJUNGA - 39ème ETAGE,6 PLACE DE LA PYRAMIDE,92800 PUTEAUX,DELOITTE - SALLES TOUR EIFFEL & CHAMPS ELYSEES,TOUR MAJUNGA - 39ème ETAGE 6 PLACE DE LA PYRAMIDE 92800 PUTEAUX,True,False,False,I09984,5040152,48.88880157470703,2.243499994277954, SALLE TOUR EIFFEL & CHAMPS EL,,,019,EFS Ile de France,1,,,,,,,,,2023-06-22,I09984,806807,False,,1,,,16:30:00,12:00:00,019,
SALLE VAUBAN,50 COURS DE L'ILE SEGUIN,92100 BOULOGNE BILLANCOURT,BNP PARIBAS REAL ESTATE,SALLE VAUBAN 50 COURS DE L'ILE SEGUIN 92100 BOULOGNE BILLANCOURT,True,False,False,I07843,5041881,48.826499938964844,2.232609510421753,SALLE VAUBAN,,,019,EFS Ile de France,1,,,,,,,,,2023-06-05,I07843,877769,False,,1,13:00:00,08:00:00,,,019,
NIVEAU 19,"100-110, esplanade du Général de Gaulle",92400 COURBEVOIE,COEUR DEFENSE - TOUR A,"NIVEAU 19 100-110, esplanade du Général de Gaulle 92400 COURBEVOIE",True,False,False,I04167,5042207,48.89105987548828,2.2438552379608154,TOUR A - NIVEAU 19,,,019,EFS Ile de France,6,,,,,,,,,2023-06-13,I04167,806665,False,,6,,,17:00:00,12:00:00,019,
SALLE 3,68 RUE HOUDAN,92330 SCEAUX,ANCIENNE MAIRIE,SALLE 3 68 RUE HOUDAN 92330 SCEAUX,True,False,False,I03530,5004310,48.77727127075195,2.295769214630127,SALLE 3 ANCIENNE MAIRIE,,,019,EFS Ile de France,3,,,,,,,,,2023-05-09,I03530,802798,True,,3,,,19:00:00,14:00:00,019,
SALLE 3,68 RUE HOUDAN,92330 SCEAUX,ANCIENNE MAIRIE,SALLE 3 68 RUE HOUDAN 92330 SCEAUX,True,False,False,I03530,5004310,48.77727127075195,2.295769214630127,SALLE 3 ANCIENNE MAIRIE,,,019,EFS Ile de France,3,,,,,,,,,2023-08-03,I03530,802800,True,,3,,,19:00:00,14:00:00,019,
SALLE DES COLONNES,131 RUE DE LA REPUBLIQUE,92800 PUTEAUX,HOTEL DE VILLE,SALLE DES COLONNES 131 RUE DE LA REPUBLIQUE 92800 PUTEAUX,True,False,False,I03558,5018543,48.88404083251953,2.2380683422088623,SALLE DES COLONNES,,,019,EFS Ile de France,3401,,,,,,,,,2023-06-15,I03558,801001,True,,3401,,,19:00:00,14:00:00,019,
SALLE DES COLONNES,131 RUE DE LA REPUBLIQUE,92800 PUTEAUX,HOTEL DE VILLE,SALLE DES COLONNES 131 RUE DE LA REPUBLIQUE 92800 PUTEAUX,True,False,False,I03558,5018543,48.88404083251953,2.2380683422088623,SALLE DES COLONNES,,,019,EFS Ile de France,3401,,,,,,,,,2023-06-16,I03558,801002,True,,3401,,,19:00:00,14:00:00,019,
SALLE DES COLONNES,131 RUE DE LA REPUBLIQUE,92800 PUTEAUX,HOTEL DE VILLE,SALLE DES COLONNES 131 RUE DE LA REPUBLIQUE 92800 PUTEAUX,True,False,False,I03558,5018543,48.88404083251953,2.2380683422088623,SALLE DES COLONNES,,,019,EFS Ile de France,3401,,,,,,,,,2023-07-28,I03558,801003,True,,3401,,,19:00:00,14:00:00,019,
